DATE,XAU,CCI,FFR,MA14,MA7,MA_FFR,FFR_dy/dx
1968-04-01,38,100,5,,,,
1968-05-01,38,100,6,,,,
1968-07-01,42,100,6,,,,
1968-08-01,38,100,6,,,,
1968-10-01,40,100,5,,,,
1968-11-01,39,100,5,,,,
1969-01-01,42,101,6,,39.57142857142857,,
1969-04-01,43,100,7,,40.285714285714285,,
1969-05-01,43,100,8,,41.0,,
1969-07-01,43,99,8,,41.142857142857146,,
1969-08-01,42,99,9,,41.714285714285715,,
1969-09-01,41,99,9,,41.857142857142854,,
1969-10-01,41,99,9,,42.142857142857146,,
1969-12-01,36,99,8,40.42857142857143,41.285714285714285,,
1970-01-01,35,98,8,40.214285714285715,40.142857142857146,,
1970-04-01,35,98,8,40.0,39.0,,
1970-05-01,35,98,7,39.5,37.857142857142854,,
1970-06-01,36,98,7,39.357142857142854,37.0,,
1970-07-01,36,98,7,39.07142857142857,36.285714285714285,,
1970-09-01,36,98,6,38.857142857142854,35.57142857142857,,
1970-10-01,36,98,6,38.42857142857143,35.57142857142857,,
1970-12-01,37,98,4,38.0,35.857142857142854,,
1971-01-01,37,98,4,37.57142857142857,36.142857142857146,,
1971-02-01,38,99,3,37.214285714285715,36.57142857142857,6.541666666666667,
1971-03-01,38,99,3,36.92857142857143,36.857142857142854,6.458333333333333,-0.0029761904761904973
1971-04-01,38,99,4,36.714285714285715,37.142857142857146,6.375,-0.002688172043010743
1971-06-01,40,99,4,36.642857142857146,37.714285714285715,6.291666666666667,-0.0013661202185792302
1971-07-01,40,99,5,36.92857142857143,38.285714285714285,6.25,-0.0013888888888888987
1971-09-01,41,99,5,37.357142857142854,38.857142857142854,6.25,0.0
1971-10-01,41,99,5,37.785714285714285,39.42857142857143,6.25,0.0
1971-11-01,41,99,4,38.214285714285715,39.857142857142854,6.166666666666667,-0.002688172043010743
1971-12-01,43,100,4,38.714285714285715,40.57142857142857,6.041666666666667,-0.004166666666666667
1972-02-01,47,100,3,39.5,41.857142857142854,5.833333333333333,-0.0033602150537634505
1972-03-01,47,100,3,40.285714285714285,42.857142857142854,5.625,-0.007183908045977001
1972-05-01,48,100,4,41.142857142857146,44.0,5.416666666666667,-0.0034153005464480825
1972-06-01,53,100,4,42.285714285714285,45.714285714285715,5.208333333333333,-0.006720430107526901
1972-08-01,64,101,4,44.214285714285715,49.0,5.0,-0.0034153005464480825
1972-09-01,70,101,4,46.5,53.142857142857146,4.833333333333333,-0.005376344086021515
1972-11-01,67,101,5,48.57142857142857,56.57142857142857,4.708333333333333,-0.0020491803278688526
1972-12-01,62,101,5,50.285714285714285,58.714285714285715,4.583333333333333,-0.004166666666666667
1973-01-01,63,100,5,51.92857142857143,61.0,4.5,-0.002688172043010743
1973-02-01,66,100,6,53.785714285714285,63.57142857142857,4.458333333333333,-0.001344086021505386
1973-03-01,86,100,7,57.0,68.28571428571429,4.458333333333333,0.0
1973-05-01,91,100,7,60.57142857142857,72.14285714285714,4.5,0.0006830601092896224
1973-06-01,117,100,8,66.0,78.85714285714286,4.583333333333333,0.002688172043010743
1973-08-01,117,100,10,71.28571428571429,86.0,4.833333333333333,0.004098360655737705
1973-10-01,100,100,10,75.07142857142857,91.42857142857143,5.083333333333333,0.004098360655737705
1973-11-01,97,100,10,78.64285714285714,96.28571428571429,5.375,0.009408602150537643
1974-01-01,100,99,9,82.35714285714286,101.14285714285714,5.625,0.004098360655737705
1974-02-01,132,99,8,88.0,107.71428571428571,5.791666666666667,0.005376344086021515
1974-03-01,178,99,9,96.14285714285714,120.14285714285714,6.0,0.00744047619047618
1974-04-01,173,99,10,103.5,128.14285714285714,6.208333333333333,0.006720430107526872
1974-05-01,172,99,11,111.0,136.0,6.458333333333333,0.008333333333333333
1974-07-01,147,99,12,117.07142857142857,142.71428571428572,6.75,0.004781420765027327
1974-08-01,154,99,12,123.57142857142857,150.85714285714286,7.083333333333333,0.010752688172043001
1974-10-01,146,99,10,129.28571428571428,157.42857142857142,7.333333333333333,0.004098360655737705
1974-11-01,165,99,9,134.92857142857142,162.14285714285714,7.583333333333333,0.008064516129032258
1975-01-01,184,99,7,141.57142857142858,163.0,7.75,0.0027322404371584747
1975-04-01,177,99,5,145.85714285714286,163.57142857142858,7.791666666666667,0.0004629629629629662
1975-05-01,166,99,5,149.35714285714286,162.71428571428572,7.833333333333333,0.0013888888888888692
1975-07-01,167,99,6,154.14285714285714,165.57142857142858,7.916666666666667,0.0013661202185792447
1975-08-01,165,99,6,159.0,167.14285714285714,8.0,0.002688172043010743
1975-09-01,162,98,6,163.42857142857142,169.42857142857142,8.041666666666666,0.0013440860215053572
1975-10-01,136,98,5,163.71428571428572,165.28571428571428,8.041666666666666,0.0
1975-12-01,140,99,5,161.0,159.0,8.041666666666666,0.0
1976-01-01,141,99,4,158.71428571428572,153.85714285714286,7.958333333333333,-0.002688172043010743
1976-03-01,131,99,4,155.78571428571428,148.85714285714286,7.833333333333333,-0.0020833333333333333
1976-04-01,134,99,4,154.85714285714286,144.14285714285714,7.708333333333333,-0.004032258064516129
1976-06-01,128,99,5,153.0,138.85714285714286,7.583333333333333,-0.0020491803278688526
1976-07-01,125,99,5,151.5,133.57142857142858,7.375,-0.0069444444444444345
1976-09-01,104,99,5,147.14285714285714,129.0,7.166666666666667,-0.003360215053763436
1976-10-01,119,99,5,142.5,126.0,6.958333333333333,-0.006944444444444464
1976-11-01,122,99,4,138.57142857142858,123.28571428571429,6.75,-0.006720430107526872
